phone,id,fol,prev,word,start,end,file_name
l,0-0-28-3,o,e,cielo,7.88,7.95,habitanteysuesperanza_01_neruda_128kb_05
o,0-0-28-4,#,l,cielo,7.95,8.09,habitanteysuesperanza_01_neruda_128kb_05
,0-0-29-0,#,#,,8.09,8.29,habitanteysuesperanza_01_neruda_128kb_05
spn,0-0-30-0,#,#,amontonándose,8.29,9.34,habitanteysuesperanza_01_neruda_128kb_05
s,0-0-31-0,a,#,saltando,9.34,9.44,habitanteysuesperanza_01_neruda_128kb_05
a,0-0-31-1,l,s,saltando,9.44,9.47,habitanteysuesperanza_01_neruda_128kb_05
l,0-0-31-2,t̪,a,saltando,9.47,9.55,habitanteysuesperanza_01_neruda_128kb_05
t̪,0-0-31-3,ã,l,saltando,9.55,9.62,habitanteysuesperanza_01_neruda_128kb_05
ã,0-0-31-4,n,t̪,saltando,9.62,9.72,habitanteysuesperanza_01_neruda_128kb_05
n,0-0-31-5,d̪,ã,saltando,9.72,9.8,habitanteysuesperanza_01_neruda_128kb_05
d̪,0-0-31-6,o,n,saltando,9.8,9.84,habitanteysuesperanza_01_neruda_128kb_05
o,0-0-31-7,#,d̪,saltando,9.84,10.05,habitanteysuesperanza_01_neruda_128kb_05
,0-0-32-0,#,#,,10.05,10.14,habitanteysuesperanza_01_neruda_128kb_05
spn,0-0-33-0,#,#,goteando,10.14,10.79,habitanteysuesperanza_01_neruda_128kb_05
,0-0-34-0,#,#,,10.79,10.95,habitanteysuesperanza_01_neruda_128kb_05
l,0-0-35-0,a,#,lamentándose,10.95,11.04,habitanteysuesperanza_01_neruda_128kb_05
a,0-0-35-1,m,l,lamentándose,11.04,11.08,habitanteysuesperanza_01_neruda_128kb_05
m,0-0-35-2,ẽ,a,lamentándose,11.08,11.14,habitanteysuesperanza_01_neruda_128kb_05
ẽ,0-0-35-3,n,m,lamentándose,11.14,11.19,habitanteysuesperanza_01_neruda_128kb_05
n,0-0-35-4,t̪,ẽ,lamentándose,11.19,11.26,habitanteysuesperanza_01_neruda_128kb_05
t̪,0-0-35-5,ã,n,lamentándose,11.26,11.31,habitanteysuesperanza_01_neruda_128kb_05
ã,0-0-35-6,n,t̪,lamentándose,11.31,11.4,habitanteysuesperanza_01_neruda_128kb_05
n,0-0-35-7,d̪,ã,lamentándose,11.4,11.46,habitanteysuesperanza_01_neruda_128kb_05
d̪,0-0-35-8,o,n,lamentándose,11.46,11.5,habitanteysuesperanza_01_neruda_128kb_05
o,0-0-35-9,s,d̪,lamentándose,11.5,11.55,habitanteysuesperanza_01_neruda_128kb_05
s,0-0-35-10,e,o,lamentándose,11.55,11.66,habitanteysuesperanza_01_neruda_128kb_05
e,0-0-35-11,#,s,lamentándose,11.66,11.87,habitanteysuesperanza_01_neruda_128kb_05
,0-0-36-0,#,#,,11.87,11.896871,habitanteysuesperanza_01_neruda_128kb_05
,0-0-0-0,#,#,,0.0,0.03,habitanteysuesperanza_01_neruda_128kb_06
e,0-0-1-0,l,#,el,0.03,0.07,habitanteysuesperanza_01_neruda_128kb_06
l,0-0-1-1,#,e,el,0.07,0.12,habitanteysuesperanza_01_neruda_128kb_06
b,0-0-2-0,j,#,viento,0.12,0.18,habitanteysuesperanza_01_neruda_128kb_06
j,0-0-2-1,ẽ,b,viento,0.18,0.22,habitanteysuesperanza_01_neruda_128kb_06
ẽ,0-0-2-2,n,j,viento,0.22,0.29,habitanteysuesperanza_01_neruda_128kb_06
n,0-0-2-3,t̪,ẽ,viento,0.29,0.36,habitanteysuesperanza_01_neruda_128kb_06
t̪,0-0-2-4,o,n,viento,0.36,0.41,habitanteysuesperanza_01_neruda_128kb_06
o,0-0-2-5,#,t̪,viento,0.41,0.48,habitanteysuesperanza_01_neruda_128kb_06
p,0-0-3-0,r,#,produce,0.48,0.52,habitanteysuesperanza_01_neruda_128kb_06
r,0-0-3-1,o,p,produce,0.52,0.58,habitanteysuesperanza_01_neruda_128kb_06
o,0-0-3-2,ð,r,produce,0.58,0.64,habitanteysuesperanza_01_neruda_128kb_06
ð,0-0-3-3,u,o,produce,0.64,0.65,habitanteysuesperanza_01_neruda_128kb_06
u,0-0-3-4,s,ð,produce,0.65,0.74,habitanteysuesperanza_01_neruda_128kb_06
s,0-0-3-5,e,u,produce,0.74,0.83,habitanteysuesperanza_01_neruda_128kb_06
e,0-0-3-6,#,s,produce,0.83,0.87,habitanteysuesperanza_01_neruda_128kb_06
s,0-0-4-0,u,#,sus,0.87,0.96,habitanteysuesperanza_01_neruda_128kb_06
u,0-0-4-1,s,s,sus,0.96,1.01,habitanteysuesperanza_01_neruda_128kb_06
s,0-0-4-2,#,u,sus,1.01,1.07,habitanteysuesperanza_01_neruda_128kb_06
e,0-0-5-0,s,#,estériles,1.07,1.13,habitanteysuesperanza_01_neruda_128kb_06
s,0-0-5-1,t̪,e,estériles,1.13,1.21,habitanteysuesperanza_01_neruda_128kb_06
t̪,0-0-5-2,e,s,estériles,1.21,1.27,habitanteysuesperanza_01_neruda_128kb_06
e,0-0-5-3,ɾ,t̪,estériles,1.27,1.34,habitanteysuesperanza_01_neruda_128kb_06
ɾ,0-0-5-4,i,e,estériles,1.34,1.37,habitanteysuesperanza_01_neruda_128kb_06
i,0-0-5-5,l,ɾ,estériles,1.37,1.43,habitanteysuesperanza_01_neruda_128kb_06
l,0-0-5-6,e,i,estériles,1.43,1.49,habitanteysuesperanza_01_neruda_128kb_06
e,0-0-5-7,s,l,estériles,1.49,1.55,habitanteysuesperanza_01_neruda_128kb_06
s,0-0-5-8,#,e,estériles,1.55,1.66,habitanteysuesperanza_01_neruda_128kb_06
r,0-0-6-0,w,#,ruidos,1.66,1.71,habitanteysuesperanza_01_neruda_128kb_06
w,0-0-6-1,i,r,ruidos,1.71,1.76,habitanteysuesperanza_01_neruda_128kb_06
i,0-0-6-2,ð,w,ruidos,1.76,1.79,habitanteysuesperanza_01_neruda_128kb_06
ð,0-0-6-3,o,i,ruidos,1.79,1.84,habitanteysuesperanza_01_neruda_128kb_06
o,0-0-6-4,s,ð,ruidos,1.84,1.95,habitanteysuesperanza_01_neruda_128kb_06
s,0-0-6-5,#,o,ruidos,1.95,2.08,habitanteysuesperanza_01_neruda_128kb_06
,0-0-7-0,#,#,,2.08,2.26,habitanteysuesperanza_01_neruda_128kb_06
d̪,0-0-8-0,e,#,desiguales,2.26,2.34,habitanteysuesperanza_01_neruda_128kb_06
e,0-0-8-1,s,d̪,desiguales,2.34,2.37,habitanteysuesperanza_01_neruda_128kb_06
s,0-0-8-2,i,e,desiguales,2.37,2.46,habitanteysuesperanza_01_neruda_128kb_06
i,0-0-8-3,ɣ,s,desiguales,2.46,2.49,habitanteysuesperanza_01_neruda_128kb_06
ɣ,0-0-8-4,w,i,desiguales,2.49,2.58,habitanteysuesperanza_01_neruda_128kb_06
w,0-0-8-5,a,ɣ,desiguales,2.58,2.64,habitanteysuesperanza_01_neruda_128kb_06
a,0-0-8-6,l,w,desiguales,2.64,2.7,habitanteysuesperanza_01_neruda_128kb_06
l,0-0-8-7,e,a,desiguales,2.7,2.76,habitanteysuesperanza_01_neruda_128kb_06
e,0-0-8-8,s,l,desiguales,2.76,2.83,habitanteysuesperanza_01_neruda_128kb_06
s,0-0-8-9,#,e,desiguales,2.83,2.92,habitanteysuesperanza_01_neruda_128kb_06
,0-0-9-0,#,#,,2.92,2.95,habitanteysuesperanza_01_neruda_128kb_06
s,0-0-10-0,e,#,según,2.95,3.06,habitanteysuesperanza_01_neruda_128kb_06
e,0-0-10-1,ɣ,s,según,3.06,3.1,habitanteysuesperanza_01_neruda_128kb_06
ɣ,0-0-10-2,ũ,e,según,3.1,3.17,habitanteysuesperanza_01_neruda_128kb_06
ũ,0-0-10-3,n,ɣ,según,3.17,3.23,habitanteysuesperanza_01_neruda_128kb_06
n,0-0-10-4,#,ũ,según,3.23,3.31,habitanteysuesperanza_01_neruda_128kb_06
spn,0-0-11-0,#,#,corran,3.31,3.74,habitanteysuesperanza_01_neruda_128kb_06
spn,0-0-12-0,#,#,silbano,3.74,4.19,habitanteysuesperanza_01_neruda_128kb_06
ẽ,0-0-13-0,n,#,en,4.19,4.22,habitanteysuesperanza_01_neruda_128kb_06
n,0-0-13-1,#,ẽ,en,4.22,4.27,habitanteysuesperanza_01_neruda_128kb_06
l,0-0-14-0,o,#,los,4.27,4.31,habitanteysuesperanza_01_neruda_128kb_06
o,0-0-14-1,s,l,los,4.31,4.35,habitanteysuesperanza_01_neruda_128kb_06
s,0-0-14-2,#,o,los,4.35,4.45,habitanteysuesperanza_01_neruda_128kb_06
spn,0-0-15-0,#,#,alambrados,4.45,5.23,habitanteysuesperanza_01_neruda_128kb_06
,0-0-16-0,#,#,,5.23,5.26,habitanteysuesperanza_01_neruda_128kb_06
o,0-0-17-0,#,#,o,5.26,5.35,habitanteysuesperanza_01_neruda_128kb_06
d̪,0-0-18-0,e,#,de,5.35,5.38,habitanteysuesperanza_01_neruda_128kb_06
e,0-0-18-1,#,d̪,de,5.38,5.41,habitanteysuesperanza_01_neruda_128kb_06
ẽ,0-0-19-0,m,#,envueltas,5.41,5.44,habitanteysuesperanza_01_neruda_128kb_06
m,0-0-19-1,b,ẽ,envueltas,5.44,5.52,habitanteysuesperanza_01_neruda_128kb_06
b,0-0-19-2,w,m,envueltas,5.52,5.58,habitanteysuesperanza_01_neruda_128kb_06
w,0-0-19-3,e,b,envueltas,5.58,5.64,habitanteysuesperanza_01_neruda_128kb_06
e,0-0-19-4,l,w,envueltas,5.64,5.67,habitanteysuesperanza_01_neruda_128kb_06
l,0-0-19-5,t̪,e,envueltas,5.67,5.75,habitanteysuesperanza_01_neruda_128kb_06
t̪,0-0-19-6,a,l,envueltas,5.75,5.81,habitanteysuesperanza_01_neruda_128kb_06
a,0-0-19-7,s,t̪,envueltas,5.81,5.86,habitanteysuesperanza_01_neruda_128kb_06
s,0-0-19-8,#,a,envueltas,5.86,5.9,habitanteysuesperanza_01_neruda_128kb_06
s,0-0-20-0,u,#,su,5.9,6.13,habitanteysuesperanza_01_neruda_128kb_06
u,0-0-20-1,#,s,su,6.13,6.2,habitanteysuesperanza_01_neruda_128kb_06
o,0-0-21-0,s,#,oscura,6.2,6.26,habitanteysuesperanza_01_neruda_128kb_06
s,0-0-21-1,k,o,oscura,6.26,6.35,habitanteysuesperanza_01_neruda_128kb_06
k,0-0-21-2,u,s,oscura,6.35,6.43,habitanteysuesperanza_01_neruda_128kb_06
u,0-0-21-3,ɾ,k,oscura,6.43,6.48,habitanteysuesperanza_01_neruda_128kb_06
ɾ,0-0-21-4,a,u,oscura,6.48,6.53,habitanteysuesperanza_01_neruda_128kb_06
a,0-0-21-5,#,ɾ,oscura,6.53,6.57,habitanteysuesperanza_01_neruda_128kb_06
b,0-0-22-0,o,#,voladora,6.57,6.65,habitanteysuesperanza_01_neruda_128kb_06
o,0-0-22-1,l,b,voladora,6.65,6.72,habitanteysuesperanza_01_neruda_128kb_06
l,0-0-22-2,a,o,voladora,6.72,6.79,habitanteysuesperanza_01_neruda_128kb_06
a,0-0-22-3,ð,l,voladora,6.79,6.87,habitanteysuesperanza_01_neruda_128kb_06
ð,0-0-22-4,o,a,voladora,6.87,6.9,habitanteysuesperanza_01_neruda_128kb_06
o,0-0-22-5,ɾ,ð,voladora,6.9,7.0,habitanteysuesperanza_01_neruda_128kb_06
ɾ,0-0-22-6,a,o,voladora,7.0,7.06,habitanteysuesperanza_01_neruda_128kb_06
a,0-0-22-7,#,ɾ,voladora,7.06,7.11,habitanteysuesperanza_01_neruda_128kb_06
ẽ,0-0-23-0,n,#,encima,7.11,7.16,habitanteysuesperanza_01_neruda_128kb_06
n,0-0-23-1,s,ẽ,encima,7.16,7.21,habitanteysuesperanza_01_neruda_128kb_06
s,0-0-23-2,i,n,encima,7.21,7.37,habitanteysuesperanza_01_neruda_128kb_06
i,0-0-23-3,m,s,encima,7.37,7.43,habitanteysuesperanza_01_neruda_128kb_06
m,0-0-23-4,a,i,encima,7.43,7.49,habitanteysuesperanza_01_neruda_128kb_06
a,0-0-23-5,#,m,encima,7.49,7.55,habitanteysuesperanza_01_neruda_128kb_06
d̪,0-0-24-0,e,#,de,7.55,7.61,habitanteysuesperanza_01_neruda_128kb_06
e,0-0-24-1,#,d̪,de,7.61,7.65,habitanteysuesperanza_01_neruda_128kb_06
l,0-0-25-0,o,#,los,7.65,7.73,habitanteysuesperanza_01_neruda_128kb_06
o,0-0-25-1,s,l,los,7.73,7.79,habitanteysuesperanza_01_neruda_128kb_06
s,0-0-25-2,#,o,los,7.79,7.88,habitanteysuesperanza_01_neruda_128kb_06
k,0-0-26-0,a,#,caseríos,7.88,7.95,habitanteysuesperanza_01_neruda_128kb_06
a,0-0-26-1,s,k,caseríos,7.95,7.99,habitanteysuesperanza_01_neruda_128kb_06
s,0-0-26-2,e,a,caseríos,7.99,8.08,habitanteysuesperanza_01_neruda_128kb_06
e,0-0-26-3,ɾ,s,caseríos,8.08,8.13,habitanteysuesperanza_01_neruda_128kb_06
ɾ,0-0-26-4,i,e,caseríos,8.13,8.18,habitanteysuesperanza_01_neruda_128kb_06
i,0-0-26-5,o,ɾ,caseríos,8.18,8.3,habitanteysuesperanza_01_neruda_128kb_06
o,0-0-26-6,s,i,caseríos,8.3,8.41,habitanteysuesperanza_01_neruda_128kb_06
s,0-0-26-7,#,o,caseríos,8.41,8.54,habitanteysuesperanza_01_neruda_128kb_06
,0-0-27-0,#,#,,8.54,8.57,habitanteysuesperanza_01_neruda_128kb_06
o,0-0-28-0,#,#,o,8.57,8.67,habitanteysuesperanza_01_neruda_128kb_06
b,0-0-29-0,ẽ,#,vengan,8.67,8.73,habitanteysuesperanza_01_neruda_128kb_06
ẽ,0-0-29-1,ŋ,b,vengan,8.73,8.81,habitanteysuesperanza_01_neruda_128kb_06
ŋ,0-0-29-2,ɡ,ẽ,vengan,8.81,8.82,habitanteysuesperanza_01_neruda_128kb_06
ɡ,0-0-29-3,ã,ŋ,vengan,8.82,8.93,habitanteysuesperanza_01_neruda_128kb_06
ã,0-0-29-4,n,ɡ,vengan,8.93,8.96,habitanteysuesperanza_01_neruda_128kb_06
n,0-0-29-5,#,ã,vengan,8.96,9.05,habitanteysuesperanza_01_neruda_128kb_06
d̪,0-0-30-0,e,#,del,9.05,9.1,habitanteysuesperanza_01_neruda_128kb_06
e,0-0-30-1,l,d̪,del,9.1,9.14,habitanteysuesperanza_01_neruda_128kb_06
l,0-0-30-2,#,e,del,9.14,9.2,habitanteysuesperanza_01_neruda_128kb_06
m,0-0-31-0,a,#,mar,9.2,9.29,habitanteysuesperanza_01_neruda_128kb_06
a,0-0-31-1,r,m,mar,9.29,9.38,habitanteysuesperanza_01_neruda_128kb_06
r,0-0-31-2,#,a,mar,9.38,9.43,habitanteysuesperanza_01_neruda_128kb_06
o,0-0-32-0,#,#,o,9.43,9.47,habitanteysuesperanza_01_neruda_128kb_06
spn,0-0-33-0,#,#,seano,9.47,10.13,habitanteysuesperanza_01_neruda_128kb_06
spn,0-0-34-0,#,#,arrollando,10.13,10.68,habitanteysuesperanza_01_neruda_128kb_06
s,0-0-35-0,u,#,su,10.68,10.78,habitanteysuesperanza_01_neruda_128kb_06
u,0-0-35-1,#,s,su,10.78,10.81,habitanteysuesperanza_01_neruda_128kb_06
ĩ,0-0-36-0,ɱ,#,infinito,10.81,10.84,habitanteysuesperanza_01_neruda_128kb_06
ɱ,0-0-36-1,f,ĩ,infinito,10.84,10.88,habitanteysuesperanza_01_neruda_128kb_06
f,0-0-36-2,i,ɱ,infinito,10.88,10.96,habitanteysuesperanza_01_neruda_128kb_06
i,0-0-36-3,ɲ,f,infinito,10.96,11.01,habitanteysuesperanza_01_neruda_128kb_06
ɲ,0-0-36-4,i,i,infinito,11.01,11.07,habitanteysuesperanza_01_neruda_128kb_06
i,0-0-36-5,t̪,ɲ,infinito,11.07,11.14,habitanteysuesperanza_01_neruda_128kb_06
t̪,0-0-36-6,o,i,infinito,11.14,11.21,habitanteysuesperanza_01_neruda_128kb_06
o,0-0-36-7,#,t̪,infinito,11.21,11.29,habitanteysuesperanza_01_neruda_128kb_06
k,0-0-37-0,o,#,cordel,11.29,11.34,habitanteysuesperanza_01_neruda_128kb_06
o,0-0-37-1,ɾ,k,cordel,11.34,11.39,habitanteysuesperanza_01_neruda_128kb_06
ɾ,0-0-37-2,ð,o,cordel,11.39,11.48,habitanteysuesperanza_01_neruda_128kb_06
ð,0-0-37-3,e,ɾ,cordel,11.48,11.49,habitanteysuesperanza_01_neruda_128kb_06
e,0-0-37-4,l,ð,cordel,11.49,11.63,habitanteysuesperanza_01_neruda_128kb_06
l,0-0-37-5,#,e,cordel,11.63,11.761882,habitanteysuesperanza_01_neruda_128kb_06
,0-0-0-0,#,#,,0.0,0.03,habitanteysuesperanza_01_neruda_128kb_07
e,0-0-1-0,#,#,he,0.03,0.08,habitanteysuesperanza_01_neruda_128kb_07
e,0-0-2-0,s,#,estado,0.08,0.21,habitanteysuesperanza_01_neruda_128kb_07
s,0-0-2-1,t̪,e,estado,0.21,0.31,habitanteysuesperanza_01_neruda_128kb_07
t̪,0-0-2-2,a,s,estado,0.31,0.36,habitanteysuesperanza_01_neruda_128kb_07
a,0-0-2-3,ð,t̪,estado,0.36,0.39,habitanteysuesperanza_01_neruda_128kb_07
ð,0-0-2-4,o,a,estado,0.39,0.47,habitanteysuesperanza_01_neruda_128kb_07
o,0-0-2-5,#,ð,estado,0.47,0.53,habitanteysuesperanza_01_neruda_128kb_07
m,0-0-3-0,u,#,muchas,0.53,0.6,habitanteysuesperanza_01_neruda_128kb_07
u,0-0-3-1,tʃ,m,muchas,0.6,0.67,habitanteysuesperanza_01_neruda_128kb_07
tʃ,0-0-3-2,a,u,muchas,0.67,0.76,habitanteysuesperanza_01_neruda_128kb_07
a,0-0-3-3,s,tʃ,muchas,0.76,0.8,habitanteysuesperanza_01_neruda_128kb_07
s,0-0-3-4,#,a,muchas,0.8,0.87,habitanteysuesperanza_01_neruda_128kb_07
b,0-0-4-0,e,#,veces,0.87,0.93,habitanteysuesperanza_01_neruda_128kb_07
e,0-0-4-1,s,b,veces,0.93,0.99,habitanteysuesperanza_01_neruda_128kb_07
s,0-0-4-2,e,e,veces,0.99,1.1,habitanteysuesperanza_01_neruda_128kb_07
e,0-0-4-3,s,s,veces,1.1,1.15,habitanteysuesperanza_01_neruda_128kb_07
s,0-0-4-4,#,e,veces,1.15,1.19,habitanteysuesperanza_01_neruda_128kb_07
s,0-0-5-0,o,#,solo,1.19,1.29,habitanteysuesperanza_01_neruda_128kb_07
o,0-0-5-1,l,s,solo,1.29,1.39,habitanteysuesperanza_01_neruda_128kb_07
l,0-0-5-2,o,o,solo,1.39,1.46,habitanteysuesperanza_01_neruda_128kb_07
o,0-0-5-3,#,l,solo,1.46,1.56,habitanteysuesperanza_01_neruda_128kb_07
ẽ,0-0-6-0,n,#,en,1.56,1.61,habitanteysuesperanza_01_neruda_128kb_07
n,0-0-6-1,#,ẽ,en,1.61,1.65,habitanteysuesperanza_01_neruda_128kb_07
m,0-0-7-0,i,#,mi,1.65,1.69,habitanteysuesperanza_01_neruda_128kb_07
i,0-0-7-1,#,m,mi,1.69,1.75,habitanteysuesperanza_01_neruda_128kb_07
b,0-0-8-0,i,#,vivienda,1.75,1.81,habitanteysuesperanza_01_neruda_128kb_07
i,0-0-8-1,β,b,vivienda,1.81,1.87,habitanteysuesperanza_01_neruda_128kb_07
β,0-0-8-2,j,i,vivienda,1.87,1.92,habitanteysuesperanza_01_neruda_128kb_07
j,0-0-8-3,ẽ,β,vivienda,1.92,1.98,habitanteysuesperanza_01_neruda_128kb_07
ẽ,0-0-8-4,n,j,vivienda,1.98,2.06,habitanteysuesperanza_01_neruda_128kb_07
n,0-0-8-5,d̪,ẽ,vivienda,2.06,2.15,habitanteysuesperanza_01_neruda_128kb_07
d̪,0-0-8-6,a,n,vivienda,2.15,2.2,habitanteysuesperanza_01_neruda_128kb_07
a,0-0-8-7,#,d̪,vivienda,2.2,2.38,habitanteysuesperanza_01_neruda_128kb_07
,0-0-9-0,#,#,,2.38,2.42,habitanteysuesperanza_01_neruda_128kb_07
m,0-0-10-0,j,#,mientras,2.42,2.46,habitanteysuesperanza_01_neruda_128kb_07
j,0-0-10-1,ẽ,m,mientras,2.46,2.49,habitanteysuesperanza_01_neruda_128kb_07
ẽ,0-0-10-2,n,j,mientras,2.49,2.52,habitanteysuesperanza_01_neruda_128kb_07
n,0-0-10-3,t̪,ẽ,mientras,2.52,2.55,habitanteysuesperanza_01_neruda_128kb_07
t̪,0-0-10-4,ɾ,n,mientras,2.55,2.6,habitanteysuesperanza_01_neruda_128kb_07
ɾ,0-0-10-5,a,t̪,mientras,2.6,2.63,habitanteysuesperanza_01_neruda_128kb_07
a,0-0-10-6,s,ɾ,mientras,2.63,2.66,habitanteysuesperanza_01_neruda_128kb_07
s,0-0-10-7,#,a,mientras,2.66,2.75,habitanteysuesperanza_01_neruda_128kb_07
e,0-0-11-0,l,#,el,2.75,2.78,habitanteysuesperanza_01_neruda_128kb_07
l,0-0-11-1,#,e,el,2.78,2.84,habitanteysuesperanza_01_neruda_128kb_07
t̪,0-0-12-0,ẽ,#,temporal,2.84,2.89,habitanteysuesperanza_01_neruda_128kb_07
ẽ,0-0-12-1,m,t̪,temporal,2.89,2.94,habitanteysuesperanza_01_neruda_128kb_07
m,0-0-12-2,p,ẽ,temporal,2.94,3.0,habitanteysuesperanza_01_neruda_128kb_07
p,0-0-12-3,o,m,temporal,3.0,3.06,habitanteysuesperanza_01_neruda_128kb_07
o,0-0-12-4,ɾ,p,temporal,3.06,3.09,habitanteysuesperanza_01_neruda_128kb_07
ɾ,0-0-12-5,a,o,temporal,3.09,3.14,habitanteysuesperanza_01_neruda_128kb_07
a,0-0-12-6,l,ɾ,temporal,3.14,3.21,habitanteysuesperanza_01_neruda_128kb_07
l,0-0-12-7,#,a,temporal,3.21,3.25,habitanteysuesperanza_01_neruda_128kb_07
spn,0-0-13-0,#,#,asota,3.25,3.69,habitanteysuesperanza_01_neruda_128kb_07
l,0-0-14-0,a,#,la,3.69,3.72,habitanteysuesperanza_01_neruda_128kb_07
a,0-0-14-1,#,l,la,3.72,3.79,habitanteysuesperanza_01_neruda_128kb_07
k,0-0-15-0,o,#,costa,3.79,3.87,habitanteysuesperanza_01_neruda_128kb_07
o,0-0-15-1,s,k,costa,3.87,3.96,habitanteysuesperanza_01_neruda_128kb_07
s,0-0-15-2,t̪,o,costa,3.96,4.06,habitanteysuesperanza_01_neruda_128kb_07
t̪,0-0-15-3,a,s,costa,4.06,4.11,habitanteysuesperanza_01_neruda_128kb_07
a,0-0-15-4,#,t̪,costa,4.11,4.32,habitanteysuesperanza_01_neruda_128kb_07
,0-0-0-0,#,#,,0.0,0.04,habitanteysuesperanza_01_neruda_128kb_08
e,0-0-1-0,s,#,estoy,0.04,0.1,habitanteysuesperanza_01_neruda_128kb_08
s,0-0-1-1,t̪,e,estoy,0.1,0.16,habitanteysuesperanza_01_neruda_128kb_08
t̪,0-0-1-2,o,s,estoy,0.16,0.21,habitanteysuesperanza_01_neruda_128kb_08
o,0-0-1-3,j,t̪,estoy,0.21,0.25,habitanteysuesperanza_01_neruda_128kb_08
j,0-0-1-4,#,o,estoy,0.25,0.29,habitanteysuesperanza_01_neruda_128kb_08
t̪,0-0-2-0,ɾ,#,tranquilo,0.29,0.34,habitanteysuesperanza_01_neruda_128kb_08
ɾ,0-0-2-1,ã,t̪,tranquilo,0.34,0.38,habitanteysuesperanza_01_neruda_128kb_08
ã,0-0-2-2,ɲ,ɾ,tranquilo,0.38,0.41,habitanteysuesperanza_01_neruda_128kb_08
ɲ,0-0-2-3,c,ã,tranquilo,0.41,0.44,habitanteysuesperanza_01_neruda_128kb_08
c,0-0-2-4,i,ɲ,tranquilo,0.44,0.52,habitanteysuesperanza_01_neruda_128kb_08
i,0-0-2-5,l,c,tranquilo,0.52,0.6,habitanteysuesperanza_01_neruda_128kb_08
l,0-0-2-6,o,i,tranquilo,0.6,0.69,habitanteysuesperanza_01_neruda_128kb_08
o,0-0-2-7,#,l,tranquilo,0.69,0.79,habitanteysuesperanza_01_neruda_128kb_08
p,0-0-3-0,o,#,porque,0.79,0.85,habitanteysuesperanza_01_neruda_128kb_08
o,0-0-3-1,r,p,porque,0.85,0.89,habitanteysuesperanza_01_neruda_128kb_08
r,0-0-3-2,c,o,porque,0.89,0.95,habitanteysuesperanza_01_neruda_128kb_08
c,0-0-3-3,e,r,porque,0.95,1.01,habitanteysuesperanza_01_neruda_128kb_08
e,0-0-3-4,#,c,porque,1.01,1.05,habitanteysuesperanza_01_neruda_128kb_08
n,0-0-4-0,o,#,no,1.05,1.1,habitanteysuesperanza_01_neruda_128kb_08
o,0-0-4-1,#,n,no,1.1,1.19,habitanteysuesperanza_01_neruda_128kb_08
t̪,0-0-5-0,ẽ,#,tengo,1.19,1.26,habitanteysuesperanza_01_neruda_128kb_08
ẽ,0-0-5-1,ŋ,t̪,tengo,1.26,1.32,habitanteysuesperanza_01_neruda_128kb_08
ŋ,0-0-5-2,ɡ,ẽ,tengo,1.32,1.33,habitanteysuesperanza_01_neruda_128kb_08
ɡ,0-0-5-3,o,ŋ,tengo,1.33,1.4,habitanteysuesperanza_01_neruda_128kb_08
o,0-0-5-4,#,ɡ,tengo,1.4,1.48,habitanteysuesperanza_01_neruda_128kb_08
t̪,0-0-6-0,e,#,temor,1.48,1.53,habitanteysuesperanza_01_neruda_128kb_08
e,0-0-6-1,m,t̪,temor,1.53,1.56,habitanteysuesperanza_01_neruda_128kb_08
m,0-0-6-2,o,e,temor,1.56,1.64,habitanteysuesperanza_01_neruda_128kb_08
o,0-0-6-3,ɾ,m,temor,1.64,1.71,habitanteysuesperanza_01_neruda_128kb_08
ɾ,0-0-6-4,#,o,temor,1.71,1.76,habitanteysuesperanza_01_neruda_128kb_08
d̪,0-0-7-0,e,#,de,1.76,1.82,habitanteysuesperanza_01_neruda_128kb_08
e,0-0-7-1,#,d̪,de,1.82,1.86,habitanteysuesperanza_01_neruda_128kb_08
l,0-0-8-0,a,#,la,1.86,1.91,habitanteysuesperanza_01_neruda_128kb_08
a,0-0-8-1,#,l,la,1.91,1.96,habitanteysuesperanza_01_neruda_128kb_08
m,0-0-9-0,w,#,muerte,1.96,2.05,habitanteysuesperanza_01_neruda_128kb_08
w,0-0-9-1,e,m,muerte,2.05,2.13,habitanteysuesperanza_01_neruda_128kb_08
e,0-0-9-2,ɾ,w,muerte,2.13,2.17,habitanteysuesperanza_01_neruda_128kb_08
ɾ,0-0-9-3,t̪,e,muerte,2.17,2.22,habitanteysuesperanza_01_neruda_128kb_08
t̪,0-0-9-4,e,ɾ,muerte,2.22,2.31,habitanteysuesperanza_01_neruda_128kb_08
e,0-0-9-5,#,t̪,muerte,2.31,2.43,habitanteysuesperanza_01_neruda_128kb_08
,0-0-10-0,#,#,,2.43,2.67,habitanteysuesperanza_01_neruda_128kb_08
ɲ,0-0-11-0,i,#,ni,2.67,2.75,habitanteysuesperanza_01_neruda_128kb_08
i,0-0-11-1,#,ɲ,ni,2.75,2.79,habitanteysuesperanza_01_neruda_128kb_08
p,0-0-12-0,a,#,pasiones,2.79,2.86,habitanteysuesperanza_01_neruda_128kb_08
a,0-0-12-1,s,p,pasiones,2.86,2.91,habitanteysuesperanza_01_neruda_128kb_08
s,0-0-12-2,j,a,pasiones,2.91,3.01,habitanteysuesperanza_01_neruda_128kb_08
j,0-0-12-3,o,s,pasiones,3.01,3.05,habitanteysuesperanza_01_neruda_128kb_08
o,0-0-12-4,n,j,pasiones,3.05,3.17,habitanteysuesperanza_01_neruda_128kb_08
